-6.89909,0.0249129,-0.220821
-7.13031,0.0257478,-0.357944
-4.41001,0.0159247,-0.700535
-4.31108,0.0155675,-0.72712
-4.22595,0.0152601,-0.749908
-3.33707,0.0120503,-1.10515
-3.35812,0.0121263,-1.14301
-4.41883,0.0478714,-0.701973
-4.31086,0.0467017,-0.72712
-4.21982,0.0457155,-0.74886
-3.33326,0.0361109,-1.10395
-3.35715,0.0363697,-1.14275
-7.26164,0.131124,-0.323024
-7.1971,0.129959,-0.361354
-4.43022,0.0799969,-0.703856
-4.31554,0.077926,-0.727985
-4.22824,0.0763498,-0.750432
-3.86661,0.0698198,-0.830124
-3.32247,0.0599942,-1.10049
-3.33645,0.0602466,-1.13582
-4.43298,0.112077,-0.704405
-4.3188,0.10919,-0.72865
-4.20416,0.106292,-0.746274
-4.13661,0.104584,-0.764731
-3.34221,0.0844996,-1.06893
-3.30174,0.0834765,-1.09379
-3.30344,0.0835194,-1.12475
-6.74975,0.219439,-0.704845
-5.71629,0.18584,-0.835424
-5.69713,0.185218,-0.873406
-4.4523,0.144747,-0.707621
-4.32933,0.14075,-0.730579
-4.21863,0.137151,-0.749
-4.1382,0.134536,-0.765185
-3.35627,0.109114,-1.07365
-3.31746,0.107853,-1.09923
-6.76389,0.268812,-0.706506
-5.74248,0.228219,-0.839471
-5.70388,0.226685,-0.874668
-4.46791,0.177565,-0.710288
-4.35343,0.173015,-0.734837
-4.23603,0.168349,-0.752284
-4.15088,0.164965,-0.76773
-3.38394,0.134485,-1.08279
-3.33035,0.132356,-1.10379
-5.78417,0.271728,-0.845831
-5.74126,0.269712,-0.880676
-4.49167,0.211009,-0.714288
-4.36231,0.204932,-0.736566
-4.24808,0.199565,-0.754661
-4.1648,0.195653,-0.770547
-3.39525,0.159502,-1.08675
-3.34922,0.157339,-1.11039
-4.57382,0.247985,-0.701855
-4.55659,0.247051,-0.724878
-4.33039,0.234787,-0.731444
-4.26658,0.231327,-0.758225
-4.17359,0.226286,-0.772455
-3.36465,0.182426,-0.977464
-3.37346,0.182904,-1.0042
-3.38364,0.183456,-1.0481
-3.3806,0.183291,-1.08245
-3.36411,0.182397,-1.11574
-4.58474,0.281799,-0.703824
-4.58081,0.281558,-0.729035
-4.34777,0.267234,-0.734687
-4.27738,0.262908,-0.760461
-4.21859,0.259294,-0.78111
-3.8929,0.239276,-0.755087
-3.88894,0.239032,-0.799719
-3.89916,0.23966,-0.838554
-3.46677,0.213084,-1.00755
-3.45079,0.212102,-1.02765
-3.44726,0.211885,-1.06825
-3.42558,0.210552,-1.09731
-3.37124,0.207212,-1.11856
-4.58998,0.315411,-0.70496
-4.58605,0.315141,-0.730212
-4.35803,0.299472,-0.736766
-4.30926,0.296121,-0.766489
-4.261,0.292805,-0.789333
-3.89825,0.267878,-0.756481
-3.89737,0.267817,-0.801831
-3.90513,0.26835,-0.840233
-3.71199,0.255078,-0.829101
-3.67579,0.252591,-0.853402
-3.50407,0.24079,-0.914769
-3.56091,0.244696,-0.969003
-3.59132,0.246786,-1.00892
-3.54093,0.243323,-1.02959
-3.55322,0.244168,-1.05864
-3.51732,0.241701,-1.09047
-3.44108,0.236462,-1.10279
-3.3867,0.232725,-1.12422
-17.9692,1.36525,-2.10925
-17.9544,1.36413,-2.21057
-16.2505,1.23466,-2.08406
-16.2339,1.23341,-2.19509
-5.01934,0.381355,-0.712655
-5.01616,0.381114,-0.734826
-4.58118,0.348065,-0.703975
-4.54062,0.344984,-0.723356
-4.40884,0.334972,-0.745747
-4.33145,0.329092,-0.77084
-4.32778,0.328813,-0.802123
-3.91898,0.297753,-0.7609
-3.91272,0.297278,-0.805409
-3.90513,0.296701,-0.840673
-3.7774,0.286996,-0.844152
-3.7103,0.281898,-0.861863
